booking_id,customer_id,returning_customer,customer_age,tour_id,departure_id,tour_name,location,region,tour_type,customer_origin,booking_segment,booking_channel,booking_stage,unit_price_vnd,adults,children,infants,participants,booking_date,travel_start,travel_end,season,weather_condition,status,post_tour_rating,revenue_vnd,total_cost_vnd,profit_vnd
B002727,CUST02219,FALSE,20,T212,T212_SH_Gr_230817_0187,Tour Ninh Bình 2N1Đ - Cultural,Ninh Bình,Bắc Bộ,Cultural,Domestic,Group,Agent,Early,830000,6,0,0,6,7/17/2023,8/17/2023,8/18/2023,Summer,Sunny,Completed,3.9,4980000,4000000,980000
B002728,CUST02220,FALSE,31,T037,T037_SH_Co_240428_0230,Tour Hà Giang 6N5Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Couple,OTA,Normal,2440000,2,0,0,2,4/16/2024,4/28/2024,5/3/2024,Spring,Sunny,Completed,4.2,4880000,3230000,1650000
B002729,CUST02221,FALSE,31,T181,T181_SH_Fo_240207_0121,Tour Mũi Né 3N2Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Foreign,Foreign,Agent,Normal,1860000,4,0,0,4,1/24/2024,2/7/2024,2/9/2024,Spring,Rainy,Completed,3.6,7440000,5600000,1840000
B002730,CUST02222,FALSE,31,T220,T220_SH_So_231018_0189,Tour Sa Pa 2N1Đ - Adventure,Sa Pa,Bắc Bộ,Adventure,Domestic,Solo,OTA,Normal,990000,1,0,0,1,10/5/2023,10/18/2023,10/19/2023,Autumn,Sunny,Completed,4.1,990000,720000,270000
B002731,CUST02223,FALSE,31,T212,T212_PV_Co_241006_002730,Tour Ninh Bình 2N1Đ - Cultural,Ninh Bình,Bắc Bộ,Cultural,Domestic,Corporate,OTA,Normal,750000,28,0,0,28,9/7/2024,10/6/2024,10/7/2024,Autumn,Sunny,Completed,4.6,21000000,15630000,5370000
B002732,CUST00841,TRUE,40,T109,T109_PV_Fa_230501_002731,Tour Phú Quốc 3N2Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Family,Social,Early,2440000,10,4,0,14,3/30/2023,5/1/2023,5/3/2023,Summer,Cloudy,Completed,4.4,30260000,23510000,6750000
B002733,CUST02224,FALSE,28,T321,T321_SH_Gr_230725_0022,Tour Nha Trang 3N2Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Domestic,Group,Agent,Normal,1670000,7,0,0,7,6/27/2023,7/25/2023,7/27/2023,Summer,Sunny,Completed,4.7,11690000,8180000,3510000
B002734,CUST02225,FALSE,30,T343,T343_SH_Co_231223_0341,Tour Hà Nội 1N1Đ - Mountain,Hà Nội,Bắc Bộ,Mountain,Domestic,Couple,OTA,Normal,500000,2,0,0,2,12/8/2023,12/23/2023,12/23/2023,Winter,Sunny,Completed,4.4,1000000,800000,200000
B002735,CUST02226,FALSE,37,T167,T167_SH_Fo_221105_0061,Tour Đà Lạt 2N1Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Foreign,Foreign,Website,Normal,680000,2,0,0,2,10/19/2022,11/5/2022,11/6/2022,Winter,Cloudy,Completed,5,1360000,990000,370000
B002736,CUST02227,FALSE,24,T146,T146_SH_So_240721_0132,Tour Bến Tre 1N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Solo,Social,Normal,560000,1,0,0,1,6/30/2024,7/21/2024,7/21/2024,Summer,Cloudy,Completed,3.9,560000,400000,160000
B002737,CUST02228,FALSE,36,T251,T251_PV_Co_240317_002736,Tour Huế 3N2Đ - City,Huế,Bắc Trung Bộ,City,Domestic,Corporate,Website,Normal,1250000,14,0,0,14,2/17/2024,3/17/2024,3/19/2024,Spring,Cloudy,Completed,3.9,17500000,13260000,4240000
B002738,CUST02229,FALSE,50,T268,T268_PV_Fa_230405_002737,Tour Đà Lạt 4N3Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Family,Agent,Early,1740000,8,6,0,14,2/25/2023,4/5/2023,4/8/2023,Spring,Sunny,Completed,3.8,20180000,16140000,4040000
B002739,CUST02230,FALSE,32,T353,T353_SH_Gr_230314_0498,Tour Đà Lạt 2N1Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Group,Hotline,Normal,620000,7,0,0,7,2/16/2023,3/14/2023,3/15/2023,Spring,Sunny,Completed,3.9,4340000,3290000,1050000
B002740,CUST02231,FALSE,28,T064,T064_SH_Co_220830_0144,Tour Huế 4N3Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Domestic,Couple,Website,Normal,1440000,2,0,0,2,8/7/2022,8/30/2022,9/2/2022,Summer,Storm,Cancelled,,0,0,0
B002741,CUST02232,FALSE,28,T111,T111_SH_Fo_220523_0043,Tour Huế 2N1Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Foreign,Foreign,Website,Late,1120000,4,0,0,4,5/13/2022,5/23/2022,5/24/2022,Summer,Sunny,Completed,4.6,4480000,2870000,1610000
B002742,CUST02233,FALSE,33,T202,T202_SH_So_241203_0033,Tour Hà Giang 4N3Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Solo,OTA,Late,1400000,1,0,0,1,11/25/2024,12/3/2024,12/6/2024,Winter,Sunny,Completed,5,1400000,1120000,280000
B002743,CUST01132,TRUE,43,T200,T200_PV_Co_240908_002742,Tour Bến Tre 1N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Corporate,Website,Normal,550000,18,0,0,18,8/20/2024,9/8/2024,9/8/2024,Autumn,Cloudy,Completed,3.8,9900000,6660000,3240000
B002744,CUST02234,FALSE,31,T053,T053_PV_Fa_230503_002743,Tour Nha Trang 2N1Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Domestic,Family,OTA,Normal,1320000,7,6,0,13,4/7/2023,5/3/2023,5/4/2023,Summer,Sunny,Completed,4.5,13990000,10900000,3090000
B002745,CUST02235,FALSE,20,T218,T218_SH_Gr_220112_0082,Tour Đà Lạt 4N3Đ - Adventure,Đà Lạt,Tây Nguyên,Adventure,Domestic,Group,Website,Normal,1690000,6,0,0,6,1/3/2022,1/12/2022,1/15/2022,Winter,Sunny,Completed,4.7,10140000,7600000,2540000
B002746,CUST02236,FALSE,25,T317,T317_SH_Co_240402_0359,Tour Đà Lạt 3N2Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Couple,Agent,Normal,1080000,2,0,0,2,3/17/2024,4/2/2024,4/4/2024,Spring,Sunny,Completed,4.2,2160000,1620000,540000
B002747,CUST02237,FALSE,35,T100,T100_SH_Fo_220913_0149,Tour Mũi Né 5N4Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Foreign,Foreign,OTA,Normal,2400000,2,0,0,2,8/30/2022,9/13/2022,9/17/2022,Autumn,Rainy,Completed,4.1,4800000,3330000,1470000
B002748,CUST02238,FALSE,35,T074,T074_SH_So_240907_0198,Tour Phú Quốc 5N4Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Solo,Agent,Normal,2400000,1,0,0,1,8/18/2024,9/7/2024,9/11/2024,Autumn,Sunny,Completed,4.5,2400000,1720000,680000
B002749,CUST01437,TRUE,44,T240,T240_PV_Co_221207_002748,Tour Vũng Tàu 1N1Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Corporate,Agent,Early,550000,25,0,0,25,11/2/2022,12/7/2022,12/7/2022,Winter,Sunny,Completed,4.3,13750000,9840000,3910000
B002750,CUST02239,FALSE,35,T185,T185_PV_Fa_241026_002749,Tour Sa Pa 3N2Đ - Adventure,Sa Pa,Bắc Bộ,Adventure,Domestic,Family,OTA,Normal,1460000,6,4,0,10,9/26/2024,10/26/2024,10/28/2024,Autumn,Rainy,Cancelled,,0,0,0
B002751,CUST02240,FALSE,24,T031,T031_SH_Gr_231024_0103,Tour Sa Pa 1N1Đ - Adventure,Sa Pa,Bắc Bộ,Adventure,Domestic,Group,Social,Normal,500000,5,0,0,5,9/30/2023,10/24/2023,10/24/2023,Autumn,Sunny,Completed,4.9,2500000,1710000,790000
B002752,CUST02241,FALSE,29,T065,T065_SH_Co_240313_0219,Tour Vũng Tàu 3N2Đ - City,Vũng Tàu,Nam Bộ,City,Domestic,Couple,OTA,Normal,1720000,2,0,0,2,2/25/2024,3/13/2024,3/15/2024,Spring,Cloudy,Completed,4.2,3440000,2320000,1120000
B002753,CUST02242,FALSE,35,T260,T260_SH_Fo_241112_0075,Tour Hà Nội 4N3Đ - City,Hà Nội,Bắc Bộ,City,Foreign,Foreign,OTA,Normal,1500000,2,0,0,2,10/27/2024,11/12/2024,11/15/2024,Winter,Sunny,Completed,4.4,3000000,2070000,930000
B002754,CUST00449,TRUE,30,T294,T294_SH_So_240628_0047,Tour Huế 5N4Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Domestic,Solo,OTA,Normal,1750000,1,0,0,1,6/9/2024,6/28/2024,7/2/2024,Summer,Sunny,Completed,4.5,1750000,1290000,460000
B002755,CUST00705,TRUE,30,T120,T120_PV_Co_230222_002754,Tour Cần Thơ 1N1Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Corporate,Agent,Early,550000,26,0,0,26,1/21/2023,2/22/2023,2/22/2023,Spring,Sunny,Completed,3.9,14300000,11040000,3260000
B002756,CUST02243,FALSE,34,T245,T245_SH_Fa_220625_0061,Tour Đà Nẵng 1N1Đ - City,Đà Nẵng,Nam Trung Bộ,City,Domestic,Family,OTA,Early,500000,5,3,0,8,5/21/2022,6/25/2022,6/25/2022,Summer,Sunny,Completed,3.3,3400000,2330000,1070000
B002757,CUST02244,FALSE,28,T091,T091_SH_Gr_230617_0133,Tour Vũng Tàu 5N4Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Group,OTA,Normal,3010000,9,0,0,9,5/19/2023,6/17/2023,6/21/2023,Summer,Sunny,Completed,3.9,27090000,18890000,8200000
B002758,CUST02245,FALSE,40,T073,T073_SH_Co_230120_0203,Tour Đà Lạt 4N3Đ - Adventure,Đà Lạt,Tây Nguyên,Adventure,Domestic,Couple,OTA,Normal,1480000,2,0,0,2,1/7/2023,1/20/2023,1/23/2023,Winter,Cloudy,Completed,4.1,2960000,2030000,930000
B002759,CUST00819,TRUE,48,T199,T199_SH_Fo_240210_0196,Tour Vũng Tàu 1N1Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Foreign,Foreign,OTA,Normal,500000,3,0,0,3,1/30/2024,2/10/2024,2/10/2024,Spring,Sunny,Completed,4.4,1500000,1040000,460000
B002760,CUST00709,TRUE,22,T241,T241_SH_So_240408_0151,Tour Ninh Bình 2N1Đ - Cultural,Ninh Bình,Bắc Bộ,Cultural,Domestic,Solo,OTA,Normal,990000,1,0,0,1,3/20/2024,4/8/2024,4/9/2024,Spring,Rainy,Completed,3.9,990000,720000,270000
B002761,CUST02246,FALSE,45,T149,T149_PV_Co_231219_002760,Tour Hà Giang 2N1Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Corporate,Website,Early,840000,21,0,0,21,11/7/2023,12/19/2023,12/20/2023,Winter,Sunny,Completed,4.7,17640000,12340000,5300000
B002762,CUST02247,FALSE,45,T133,T133_SH_Fa_240205_0235,Tour Sa Pa 4N3Đ - Adventure,Sa Pa,Bắc Bộ,Adventure,Domestic,Family,Website,Early,1320000,3,2,0,5,12/28/2023,2/5/2024,2/8/2024,Spring,Sunny,Completed,5,5540000,4320000,1220000
B002763,CUST02248,FALSE,30,T105,T105_SH_Gr_241111_0270,Tour Hà Giang 3N2Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Group,Website,Normal,1610000,7,0,0,7,10/29/2024,11/11/2024,11/13/2024,Winter,Sunny,Completed,4,11270000,8440000,2830000
B002764,CUST02249,FALSE,30,T216,T216_SH_Co_240613_0225,Tour Hà Giang 2N1Đ - Adventure,Hà Giang,Bắc Bộ,Adventure,Domestic,Couple,OTA,Normal,1050000,2,0,0,2,5/21/2024,6/13/2024,6/14/2024,Summer,Sunny,Completed,4,2100000,1630000,470000
B002765,CUST02250,FALSE,47,T264,T264_SH_Fo_230716_0113,Tour Quảng Bình 2N1Đ - Cultural,Quảng Bình,Bắc Trung Bộ,Cultural,Foreign,Foreign,Website,Normal,860000,3,0,0,3,6/26/2023,7/16/2023,7/17/2023,Summer,Sunny,Completed,4.4,2580000,1750000,830000
B002766,CUST02251,FALSE,26,T022,T022_SH_So_230803_0031,Tour TP.HCM 6N5Đ - City,TP.HCM,Nam Bộ,City,Domestic,Solo,OTA,Normal,2690000,1,0,0,1,7/10/2023,8/3/2023,8/8/2023,Summer,Rainy,Completed,2.7,2690000,2040000,650000
B002767,CUST02252,FALSE,37,T197,T197_PV_Co_240407_002766,Tour Phú Quốc 2N1Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Corporate,Hotline,Normal,1250000,13,0,0,13,3/17/2024,4/7/2024,4/8/2024,Spring,Sunny,Completed,4.2,16250000,12110000,4140000
B002768,CUST02253,FALSE,49,T157,T157_SH_Fa_240829_0095,Tour Ninh Bình 8N7Đ - Cultural,Ninh Bình,Bắc Bộ,Cultural,Domestic,Family,Social,Early,2870000,5,3,0,8,7/27/2024,8/29/2024,9/5/2024,Summer,Rainy,Completed,3.8,19520000,14170000,5350000
B002769,CUST02254,FALSE,23,T342,T342_SH_Gr_230804_0069,Tour Quảng Bình 3N2Đ - Adventure,Quảng Bình,Bắc Trung Bộ,Adventure,Domestic,Group,OTA,Normal,1380000,9,0,0,9,7/11/2023,8/4/2023,8/6/2023,Summer,Sunny,Completed,4,12420000,8910000,3510000
B002770,CUST00551,TRUE,31,T164,T164_SH_Co_231007_0325,Tour Sa Pa 2N1Đ - Mountain,Sa Pa,Bắc Bộ,Mountain,Domestic,Couple,OTA,Normal,770000,2,0,0,2,9/24/2023,10/7/2023,10/8/2023,Autumn,Sunny,Completed,3.9,1540000,1150000,390000
B002771,CUST02255,FALSE,34,T357,T357_SH_Fo_240921_0147,Tour Nha Trang 2N1Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Foreign,Foreign,Hotline,Normal,1230000,3,0,0,3,8/31/2024,9/21/2024,9/22/2024,Autumn,Cloudy,Completed,5,3690000,2650000,1040000
B002772,CUST02256,FALSE,30,T181,T181_SH_So_230302_0210,Tour Mũi Né 3N2Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Solo,OTA,Normal,1420000,1,0,0,1,2/20/2023,3/2/2023,3/4/2023,Spring,Cloudy,Completed,4.3,1420000,1120000,300000
B002773,CUST02257,FALSE,37,T157,T157_PV_Co_240525_002772,Tour Ninh Bình 8N7Đ - Cultural,Ninh Bình,Bắc Bộ,Cultural,Domestic,Corporate,Hotline,Early,3560000,12,0,0,12,4/24/2024,5/25/2024,6/1/2024,Summer,Sunny,Completed,3.5,42720000,30750000,11970000
B002774,CUST01046,TRUE,43,T220,T220_SH_Fa_240206_0227,Tour Sa Pa 2N1Đ - Adventure,Sa Pa,Bắc Bộ,Adventure,Domestic,Family,Social,Normal,850000,3,2,0,5,1/14/2024,2/6/2024,2/7/2024,Spring,Sunny,Completed,3.6,3570000,2470000,1100000
B002775,CUST01325,TRUE,30,T308,T308_SH_Gr_220508_0183,Tour Hà Nội 3N2Đ - City,Hà Nội,Bắc Bộ,City,Domestic,Group,Hotline,Normal,1030000,11,0,0,11,4/22/2022,5/8/2022,5/10/2022,Summer,Sunny,Completed,5,11330000,7830000,3500000
B002776,CUST02258,FALSE,28,T084,T084_SH_Co_220625_0012,Tour Vũng Tàu 2N1Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Couple,Social,Normal,1420000,2,0,0,2,6/2/2022,6/25/2022,6/26/2022,Summer,Cloudy,Completed,5,2840000,2240000,600000
B002777,CUST02259,FALSE,43,T147,T147_SH_Fo_241230_0163,Tour Ninh Bình 4N3Đ - Cultural,Ninh Bình,Bắc Bộ,Cultural,Foreign,Foreign,Agent,Normal,1620000,3,0,0,3,12/22/2024,12/30/2024,1/2/2025,Winter,Sunny,Completed,4.6,4860000,3130000,1730000
B002778,CUST02260,FALSE,35,T083,T083_SH_So_221203_0001,Tour Hội An 1N1Đ - Beach,Hội An,Bắc Trung Bộ,Beach,Domestic,Solo,OTA,Normal,500000,1,0,0,1,11/15/2022,12/3/2022,12/3/2022,Winter,Sunny,Completed,4.7,500000,340000,160000
B002779,CUST01509,TRUE,31,T359,T359_PV_Co_241125_002778,Tour Hà Giang 4N3Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Corporate,Agent,Normal,2290000,24,0,0,24,11/2/2024,11/25/2024,11/28/2024,Winter,Sunny,Completed,4.1,54960000,44260000,10700000
B002780,CUST02261,FALSE,54,T237,T237_SH_Fa_240305_0119,Tour Bến Tre 2N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Family,Social,Early,990000,4,2,0,6,2/4/2024,3/5/2024,3/6/2024,Spring,Rainy,Completed,4.2,5150000,4150000,1000000
B002781,CUST01972,TRUE,30,T341,T341_SH_Gr_230612_0427,Tour Hội An 3N2Đ - City,Hội An,Bắc Trung Bộ,City,Domestic,Group,OTA,Normal,1140000,9,0,0,9,5/31/2023,6/12/2023,6/14/2023,Summer,Sunny,Completed,3.3,10260000,7600000,2660000
B002782,CUST02262,FALSE,35,T113,T113_SH_Co_240930_0449,Tour Mũi Né 4N3Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Couple,Website,Normal,1640000,2,0,0,2,9/3/2024,9/30/2024,10/3/2024,Autumn,Cloudy,Cancelled,,0,0,0
B002783,CUST02263,FALSE,28,T252,T252_SH_Fo_241230_0199,Tour Cần Thơ 4N3Đ - City,Cần Thơ,Nam Bộ,City,Foreign,Foreign,OTA,Normal,2000000,4,0,0,4,12/11/2024,12/30/2024,1/2/2025,Winter,Sunny,Completed,3.9,8000000,5830000,2170000
B002784,CUST02264,FALSE,24,T108,T108_SH_So_220508_0115,Tour Mũi Né 3N2Đ - Cultural,Mũi Né,Nam Trung Bộ,Cultural,Domestic,Solo,Website,Normal,1200000,1,0,0,1,4/20/2022,5/8/2022,5/10/2022,Summer,Sunny,Completed,4.7,1200000,910000,290000
B002785,CUST02265,FALSE,30,T245,T245_PV_Co_240801_002784,Tour Đà Nẵng 1N1Đ - City,Đà Nẵng,Nam Trung Bộ,City,Domestic,Corporate,Social,Early,550000,14,0,0,14,6/28/2024,8/1/2024,8/1/2024,Summer,Sunny,Completed,4.5,7700000,5490000,2210000
B002786,CUST02266,FALSE,37,T159,T159_PV_Fa_230808_002785,Tour Mũi Né 4N3Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Family,Website,Normal,2140000,7,4,0,11,7/19/2023,8/8/2023,8/11/2023,Summer,Sunny,Completed,4.4,20120000,13860000,6260000
B002787,CUST00244,TRUE,20,T326,T326_SH_Gr_231011_0425,Tour Sa Pa 2N1Đ - Mountain,Sa Pa,Bắc Bộ,Mountain,Domestic,Group,Website,Normal,940000,5,0,0,5,9/22/2023,10/11/2023,10/12/2023,Autumn,Sunny,Completed,4.3,4700000,3590000,1110000
B002788,CUST02267,FALSE,33,T177,T177_SH_Co_240725_0080,Tour Hà Giang 2N1Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Couple,Social,Normal,890000,2,0,0,2,7/2/2024,7/25/2024,7/26/2024,Summer,Sunny,Completed,3.4,1780000,1220000,560000
B002789,CUST02268,FALSE,46,T102,T102_SH_Fo_240802_0019,Tour Bến Tre 2N1Đ - Cultural,Bến Tre,Nam Bộ,Cultural,Foreign,Foreign,OTA,Normal,860000,3,0,0,3,7/17/2024,8/2/2024,8/3/2024,Summer,Storm,Completed,3.7,2580000,1740000,840000
B002790,CUST02269,FALSE,30,T183,T183_SH_So_220807_0207,Tour Huế 3N2Đ - City,Huế,Bắc Trung Bộ,City,Domestic,Solo,OTA,Normal,1150000,1,0,0,1,7/22/2022,8/7/2022,8/9/2022,Summer,Storm,Cancelled,,0,0,0
B002791,CUST02270,FALSE,26,T302,T302_PV_Co_231113_002790,Tour Quảng Bình 2N1Đ - Cultural,Quảng Bình,Bắc Trung Bộ,Cultural,Domestic,Corporate,Social,Early,960000,27,0,0,27,10/14/2023,11/13/2023,11/14/2023,Winter,Rainy,Completed,3.2,25920000,18820000,7100000
B002792,CUST02271,FALSE,41,T067,T067_SH_Fa_240109_0058,Tour TP.HCM 4N3Đ - City,TP.HCM,Nam Bộ,City,Domestic,Family,Website,Early,1540000,5,3,0,8,12/3/2023,1/9/2024,1/12/2024,Winter,Sunny,Completed,3.6,10470000,7360000,3110000
B002793,CUST02258,TRUE,25,T352,T352_SH_Gr_240207_0507,Tour Hạ Long 2N1Đ - Cultural,Hạ Long,Bắc Bộ,Cultural,Domestic,Group,Agent,Normal,950000,9,0,0,9,1/17/2024,2/7/2024,2/8/2024,Spring,Sunny,Completed,3,8550000,5970000,2580000
B002794,CUST02272,FALSE,40,T015,T015_SH_Co_220208_0446,Tour TP.HCM 6N5Đ - City,TP.HCM,Nam Bộ,City,Domestic,Couple,OTA,Normal,2430000,2,0,0,2,1/14/2022,2/8/2022,2/13/2022,Spring,Cloudy,Completed,4.6,4860000,3910000,950000
B002795,CUST02273,FALSE,46,T163,T163_SH_Fo_220905_0178,Tour Hội An 2N1Đ - Beach,Hội An,Bắc Trung Bộ,Beach,Foreign,Foreign,Website,Normal,1030000,2,0,0,2,8/23/2022,9/5/2022,9/6/2022,Autumn,Sunny,Completed,3.6,2060000,1530000,530000
B002796,CUST02274,FALSE,26,T124,T124_SH_So_230602_0114,Tour Quảng Bình 4N3Đ - Adventure,Quảng Bình,Bắc Trung Bộ,Adventure,Domestic,Solo,Hotline,Normal,1350000,1,0,0,1,5/8/2023,6/2/2023,6/5/2023,Summer,Sunny,Completed,3.9,1350000,1040000,310000
B002797,CUST01829,TRUE,34,T196,T196_PV_Co_231208_002796,Tour Bến Tre 3N2Đ - River,Bến Tre,Nam Bộ,River,Domestic,Corporate,Agent,Early,1160000,22,0,0,22,10/26/2023,12/8/2023,12/10/2023,Winter,Sunny,Completed,4.3,25520000,19360000,6160000
B002798,CUST02275,FALSE,54,T319,T319_PV_Fa_240608_002797,Tour Cần Thơ 2N1Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Family,Website,Early,1140000,5,4,0,9,5/5/2024,6/8/2024,6/9/2024,Summer,Rainy,Cancelled,,0,0,0
B002799,CUST02276,FALSE,27,T256,T256_SH_Gr_240312_0238,Tour Phú Quốc 1N1Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Group,OTA,Normal,660000,7,0,0,7,2/19/2024,3/12/2024,3/12/2024,Spring,Sunny,Completed,3.8,4620000,3250000,1370000
B002800,CUST02277,FALSE,35,T275,T275_SH_Co_230210_0127,Tour Cần Thơ 4N3Đ - City,Cần Thơ,Nam Bộ,City,Domestic,Couple,Website,Normal,1790000,2,0,0,2,1/31/2023,2/10/2023,2/13/2023,Spring,Sunny,Completed,4.8,3580000,2420000,1160000
B002801,CUST02278,FALSE,35,T251,T251_SH_Fo_240523_0122,Tour Huế 3N2Đ - City,Huế,Bắc Trung Bộ,City,Foreign,Foreign,Website,Normal,1270000,3,0,0,3,5/4/2024,5/23/2024,5/25/2024,Summer,Cloudy,Completed,3.6,3810000,2440000,1370000
B002802,CUST02279,FALSE,29,T346,T346_SH_So_221222_0156,Tour Cần Thơ 3N2Đ - City,Cần Thơ,Nam Bộ,City,Domestic,Solo,OTA,Late,1080000,1,0,0,1,12/11/2022,12/22/2022,12/24/2022,Winter,Sunny,Completed,4.3,1080000,750000,330000
B002803,CUST02280,FALSE,30,T116,T116_PV_Co_230402_002802,Tour Bến Tre 2N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Corporate,Hotline,Early,780000,26,0,0,26,2/26/2023,4/2/2023,4/3/2023,Spring,Sunny,Completed,4.8,20280000,14400000,5880000
B002804,CUST01694,TRUE,30,T242,T242_PV_Fa_230708_002803,Tour Đà Lạt 7N6Đ - Adventure,Đà Lạt,Tây Nguyên,Adventure,Domestic,Family,Hotline,Normal,3830000,10,5,0,15,6/8/2023,7/8/2023,7/14/2023,Summer,Rainy,Cancelled,,0,0,0
B002805,CUST02281,FALSE,22,T099,T099_SH_Gr_230509_0394,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Group,Hotline,Normal,950000,6,0,0,6,4/22/2023,5/9/2023,5/10/2023,Summer,Rainy,Completed,3.2,5700000,4080000,1620000
B002806,CUST02282,FALSE,30,T246,T246_SH_Co_240409_0304,Tour Hà Giang 6N5Đ - Adventure,Hà Giang,Bắc Bộ,Adventure,Domestic,Couple,Hotline,Normal,2940000,2,0,0,2,3/17/2024,4/9/2024,4/14/2024,Spring,Cloudy,Completed,4.5,5880000,3990000,1890000
B002807,CUST02283,FALSE,58,T130,T130_SH_Fo_231107_0068,Tour Phú Quốc 2N1Đ - Adventure,Phú Quốc,Nam Bộ,Adventure,Foreign,Foreign,OTA,Normal,780000,3,0,0,3,10/22/2023,11/7/2023,11/8/2023,Winter,Sunny,Completed,4.8,2340000,1540000,800000
B002808,CUST01482,TRUE,31,T319,T319_SH_So_240214_0055,Tour Cần Thơ 2N1Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Solo,Website,Normal,670000,1,0,0,1,2/2/2024,2/14/2024,2/15/2024,Spring,Sunny,Completed,4.8,670000,500000,170000
B002809,CUST00033,TRUE,44,T283,T283_PV_Co_220204_002808,Tour Sa Pa 1N1Đ - Mountain,Sa Pa,Bắc Bộ,Mountain,Domestic,Corporate,Website,Early,550000,25,0,0,25,1/2/2022,2/4/2022,2/4/2022,Spring,Sunny,Completed,4.8,13750000,10430000,3320000
B002810,CUST02284,FALSE,46,T145,T145_SH_Fa_230618_0214,Tour Đà Nẵng 4N3Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Domestic,Family,Website,Early,2280000,6,2,0,8,5/11/2023,6/18/2023,6/21/2023,Summer,Rainy,Completed,3,16420000,13300000,3120000
B002811,CUST02285,FALSE,22,T028,T028_SH_Gr_231129_0342,Tour TP.HCM 2N1Đ - City,TP.HCM,Nam Bộ,City,Domestic,Group,Website,Normal,840000,10,0,0,10,11/15/2023,11/29/2023,11/30/2023,Winter,Sunny,Completed,4.8,8400000,6720000,1680000
B002812,CUST02286,FALSE,30,T060,T060_SH_Co_240929_0155,Tour Cần Thơ 3N2Đ - City,Cần Thơ,Nam Bộ,City,Domestic,Couple,Website,Normal,1680000,2,0,0,2,9/6/2024,9/29/2024,10/1/2024,Autumn,Cloudy,Completed,3.1,3360000,2260000,1100000
B002813,CUST02287,FALSE,49,T165,T165_SH_Fo_220222_0066,Tour Vũng Tàu 4N3Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Foreign,Foreign,Website,Normal,2120000,2,0,0,2,2/5/2022,2/22/2022,2/25/2022,Spring,Sunny,Completed,4.5,4240000,3110000,1130000
B002814,CUST02288,FALSE,25,T289,T289_SH_So_240628_0211,Tour Bến Tre 2N1Đ - Cultural,Bến Tre,Nam Bộ,Cultural,Domestic,Solo,Hotline,Normal,1260000,1,0,0,1,6/18/2024,6/28/2024,6/29/2024,Summer,Cloudy,Completed,3.5,1260000,910000,350000
B002815,CUST02289,FALSE,44,T239,T239_PV_Co_220401_002814,Tour Phú Quốc 4N3Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Corporate,Agent,Early,1880000,15,0,0,15,2/26/2022,4/1/2022,4/4/2022,Spring,Sunny,Completed,4.3,28200000,20780000,7420000
